ID,Name JA,Name En,Category JA,States Names,ISO Codes,Region,Latitude,Longitude,Main Image,Main Image Caption EN,UNESCO URL
529,チキトスのイエズス会伝道施設群,Jesuit Missions of the Chiquitos,文化遺産,Bolivia (Plurinational State of),BO,Latin America and the Caribbean,-16,-60.5,https://whc.unesco.org/document/110700,San Xavier. Jesuit Missions of the Chiquitos (Bolivia (Plurinational State of)),https://whc.unesco.org/en/list/529
530,デロス島,Delos,文化遺産,Greece,GR,Europe and North America,37.4,25.26667,https://whc.unesco.org/document/110753,Delos,https://whc.unesco.org/en/list/530
532,ポツダムとベルリンの宮殿群と公園群,Palaces and Parks of Potsdam and Berlin,文化遺産,Germany,DE,Europe and North America,52.4,13.03333333,https://whc.unesco.org/document/120279,Palaces and Parks of Potsdam and Berlin,https://whc.unesco.org/en/list/532
534,デッサウ・ヴェルリッツの庭園王国,Garden Kingdom of Dessau-Wörlitz,文化遺産,Germany,DE,Europe and North America,51.8425,12.42083,https://whc.unesco.org/document/110772,Garden Kingdom of Dessau-Wörlitz (Germany),https://whc.unesco.org/en/list/534
535,クヴェートリンブルクの聖堂参事会教会、城と旧市街,"Collegiate Church, Castle and Old Town of Quedlinburg",文化遺産,Germany,DE,Europe and North America,51.78333,11.15,https://whc.unesco.org/document/129984,"Collegiate Church, Castle and Old Town of Quedlinburg (Germany)",https://whc.unesco.org/en/list/535
537,ダフニ修道院群、オシオス・ルカス修道院群及びヒオス島のネア・モニ修道院群,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",文化遺産,Greece,GR,Europe and North America,38.39527778,22.74666667,https://whc.unesco.org/document/110800,"Hosios Loukas, The dome of the church of the Virgin",https://whc.unesco.org/en/list/537
540,サンクト・ペテルブルグ歴史地区と関連建造物群,Historic Centre of Saint Petersburg and Related Groups of Monuments,文化遺産,Russian Federation,RU,Europe and North America,59.95,30.31833,https://whc.unesco.org/document/130530,Historic Centre of Saint Petersburg and Related Groups of Monuments (Russian Federation),https://whc.unesco.org/en/list/540
541,ヴィルニュスの歴史地区,Vilnius Historic Centre,文化遺産,Lithuania,LT,Europe and North America,54.68667,25.29306,https://whc.unesco.org/document/110910,Vilnius Historic Centre (Lithuania),https://whc.unesco.org/en/list/541
543,イチャン・カラ,Itchan Kala,文化遺産,Uzbekistan,UZ,Asia and the Pacific,41.378088,60.360253,https://whc.unesco.org/document/124428,Itchan Kala (Uzbekistan),https://whc.unesco.org/en/list/543
544,キジ島の木造教会,Kizhi Pogost,文化遺産,Russian Federation,RU,Europe and North America,62.06758333,35.22436111,https://whc.unesco.org/document/110924,"Kizhi Pogost, Novaya Vil'ya, Kareliya",https://whc.unesco.org/en/list/544
545,大クレムリン宮殿/モスクワのクレムリンと赤の広場,"Kremlin and Red Square, Moscow",文化遺産,Russian Federation,RU,Europe and North America,55.75402778,37.62041667,https://whc.unesco.org/document/110926,"Kremlin and Red Square, Moscow (Russian Federation)",https://whc.unesco.org/en/list/545
546,マウルブロンの修道院群,Maulbronn Monastery Complex,文化遺産,Germany,DE,Europe and North America,49.00083,8.81306,https://whc.unesco.org/document/120352,Maulbronn Monastery Complex (Germany),https://whc.unesco.org/en/list/546
547,黄山(ホワンシャン),Mount Huangshan,複合遺産,China,CN,Asia and the Pacific,30.145333,118.155083,https://whc.unesco.org/document/110984,Mount Huangshan (China),https://whc.unesco.org/en/list/547
548,リオ・アビセオ国立公園,Río Abiseo National Park,複合遺産,Peru,PE,Latin America and the Caribbean,-7.75,-77.25,https://whc.unesco.org/document/209613,Río Abiseo National Park - The Andean toucan in silent search of food.,https://whc.unesco.org/en/list/548
549,カゼルタの18世紀の王宮と公園、ヴァンヴィテッリの水道橋とサン・レウチョ邸宅群,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",文化遺産,Italy,IT,Europe and North America,41.07333,14.32639,https://whc.unesco.org/document/110988,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",https://whc.unesco.org/en/list/549
550,サン・ジミニャーノ歴史地区,Historic Centre of San Gimignano,文化遺産,Italy,IT,Europe and North America,43.46806,11.04167,https://whc.unesco.org/document/110990,Historic Centre of San Gimignano (Italy),https://whc.unesco.org/en/list/550
551,テ・ワヒポウナム-南西ニュージーランド,Te Wahipounamu – South West New Zealand,自然遺産,New Zealand,NZ,Asia and the Pacific,-45.03602778,167.3196111,https://whc.unesco.org/document/125589,Te Wahipounamu – South West New Zealand (New Zealand),https://whc.unesco.org/en/list/551
554,エル・ビスカイノのクジラ保護区,Whale Sanctuary of El Vizcaino,自然遺産,Mexico,MX,Latin America and the Caribbean,27.79222,-114.22778,https://whc.unesco.org/document/111071,Whale Sanctuary of El Vizcaino (Mexico),https://whc.unesco.org/en/list/554
555,ビルカとホーヴゴーデン,Birka and Hovgården,文化遺産,Sweden,SE,Europe and North America,59.33514,17.54264,https://whc.unesco.org/document/111073,Birka and Hovgården (Sweden),https://whc.unesco.org/en/list/555
556,エンゲルスベリの製鉄所,Engelsberg Ironworks,文化遺産,Sweden,SE,Europe and North America,59.97,16.01,https://whc.unesco.org/document/111085,Engelsberg Ironworks,https://whc.unesco.org/en/list/556
557,タヌムの線刻画群,Rock Carvings in Tanum,文化遺産,Sweden,SE,Europe and North America,58.70111,11.34111,https://whc.unesco.org/document/111087,Rock Carvings in Tanum,https://whc.unesco.org/en/list/557
558,スクーグシュルコゴーデン,Skogskyrkogården,文化遺産,Sweden,SE,Europe and North America,59.27556,18.09944,https://whc.unesco.org/document/159346,Skogskyrkogården,https://whc.unesco.org/en/list/558
559,ドロットニングホルムの王領地,Royal Domain of Drottningholm,文化遺産,Sweden,SE,Europe and North America,59.32306,17.88333,https://whc.unesco.org/document/111091,Royal Domain of Drottningholm,https://whc.unesco.org/en/list/559
560,パキメの遺跡、カサス・グランデス,"Archaeological Zone of Paquimé, Casas Grandes",文化遺産,Mexico,MX,Latin America and the Caribbean,30.367128,-107.948122,https://whc.unesco.org/document/111093,"Archaeological Zone of Paquimé, Casas Grandes (Mexico)",https://whc.unesco.org/en/list/560
561,ダンブッラの黄金寺院,Rangiri Dambulla Cave Temple,文化遺産,Sri Lanka,LK,Asia and the Pacific,7.856666667,80.64916667,https://whc.unesco.org/document/111101,Rangiri Dambulla Cave Temple (Sri Lanka),https://whc.unesco.org/en/list/561
564,ザモシチ旧市街,Old City of Zamość,文化遺産,Poland,PL,Europe and North America,50.71694444,23.25277778,https://whc.unesco.org/document/128379,Old City of Zamosc,https://whc.unesco.org/en/list/564
565,アルジェのカスバ,Kasbah of Algiers,文化遺産,Algeria,DZ,Arab States,36.78333,3.06028,https://whc.unesco.org/document/133034,Kasbah of Algiers,https://whc.unesco.org/en/list/565
566,古都スクレ,Historic City of Sucre,文化遺産,Bolivia (Plurinational State of),BO,Latin America and the Caribbean,-19.04799,-65.259592,https://whc.unesco.org/document/111142,casa de la libertad. Historic City of Sucre (Bolivia (Plurinational State of)),https://whc.unesco.org/en/list/566
567,ティワナク:ティワナク文化の宗教的・政治的中心地,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,文化遺産,Bolivia (Plurinational State of),BO,Latin America and the Caribbean,-16.555003,-68.673278,https://whc.unesco.org/document/121819,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture (Bolivia (Plurinational State of)),https://whc.unesco.org/en/list/567
569,ベラットとギロカストラの歴史地区,Historic Centres of Berat and Gjirokastra,文化遺産,Albania,AL,Europe and North America,40.07416667,20.14083333,https://whc.unesco.org/document/111179,Historic Centres of Berat and Gjirokastra (Albania),https://whc.unesco.org/en/list/569
570,ブトリント,Butrint,文化遺産,Albania,AL,Europe and North America,39.745732,20.02095,https://whc.unesco.org/document/111190,Butrint (Albania),https://whc.unesco.org/en/list/570
573,アイールとテネレの自然保護区群,Air and Ténéré Natural Reserves,自然遺産,Niger,NE,Africa,19.07619264,9.661999998,https://whc.unesco.org/document/111208,A dune sea (Erg) between Fachi and Bilma.,https://whc.unesco.org/en/list/573
574,古代都市スコタイと周辺の古代都市群,Historic Town of Sukhothai and Associated Historic Towns,文化遺産,Thailand,TH,Asia and the Pacific,17.00722,99.78972,https://whc.unesco.org/document/111210,Historic Town of Sukhothai and Associated Historic Towns,https://whc.unesco.org/en/list/574
575,バン・チアンの古代遺跡,Ban Chiang Archaeological Site,文化遺産,Thailand,TH,Asia and the Pacific,17.407772,103.237589,https://whc.unesco.org/document/111217,Ban Chiang Archaeological Site,https://whc.unesco.org/en/list/575
576,古代都市アユタヤ,Historic City of Ayutthaya,文化遺産,Thailand,TH,Asia and the Pacific,14.34778,100.56056,https://whc.unesco.org/document/122793,Historic City of Ayutthaya (Thailand),https://whc.unesco.org/en/list/576
577,ハード島とマクドナルド諸島,Heard and McDonald Islands,自然遺産,Australia,AU,Asia and the Pacific,-53.1,73.5,https://whc.unesco.org/document/118602,Heard and McDonald Islands,https://whc.unesco.org/en/list/577
578,西オーストラリアのシャーク湾,"Shark Bay, Western Australia",自然遺産,Australia,AU,Asia and the Pacific,-25.48611111,113.4361111,https://whc.unesco.org/document/111258,"Shark Bay, Western Australia (Australia)",https://whc.unesco.org/en/list/578
579,サンマルラハデンマキの青銅器時代の石塚墳,Bronze Age Burial Site of Sammallahdenmäki,文化遺産,Finland,FI,Europe and North America,61.12056,21.7775,https://whc.unesco.org/document/111262,Bronze Age Burial Site of Sammallahdenmäki,https://whc.unesco.org/en/list/579
582,ラウマ旧市街,Old Rauma,文化遺産,Finland,FI,Europe and North America,61.12806,21.51167,https://whc.unesco.org/document/126882,Old Rauma,https://whc.unesco.org/en/list/582
583,スオメンリンナの要塞群,Fortress of Suomenlinna,文化遺産,Finland,FI,Europe and North America,60.14722,24.98722,https://whc.unesco.org/document/111272,Fortress of Suomenlinna (Finland),https://whc.unesco.org/en/list/583
584,ペタヤヴェシの古い教会,Petäjävesi Old Church,文化遺産,Finland,FI,Europe and North America,62.25,25.18333,https://whc.unesco.org/document/111320,Petäjävesi Old Church,https://whc.unesco.org/en/list/584
585,モレリア歴史地区,Historic Centre of Morelia,文化遺産,Mexico,MX,Latin America and the Caribbean,19.700927,-101.190376,https://whc.unesco.org/document/120725,Historic Centre of Morelia,https://whc.unesco.org/en/list/585
586,ロータス城塞,Rohtas Fort,文化遺産,Pakistan,PK,Asia and the Pacific,32.9625,73.58888889,https://whc.unesco.org/document/111324,Rohtas Fort,https://whc.unesco.org/en/list/586
588,ドナウ・デルタ,Danube Delta,自然遺産,Romania,RO,Europe and North America,45.08333,29.5,https://whc.unesco.org/document/129066,Danube Delta,https://whc.unesco.org/en/list/588
590,ドン・パヤーイェン‐カオ・ヤイ森林群,Dong Phayayen-Khao Yai Forest Complex,自然遺産,Thailand,TH,Asia and the Pacific,14.33,102.05,https://whc.unesco.org/document/124621,Dong Phayayen-Khao Yai Forest Complex,https://whc.unesco.org/en/list/590
591,トゥンヤイ-ファイ・カ・ケン野生生物保護区群,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,自然遺産,Thailand,TH,Asia and the Pacific,15.33333,98.91667,https://whc.unesco.org/document/159381,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,https://whc.unesco.org/en/list/591
592,ボロブドゥル(ボロブドール)寺院遺跡群,Borobudur Temple Compounds,文化遺産,Indonesia,ID,Asia and the Pacific,-7.60778,110.20361,https://whc.unesco.org/document/111342,Borobudur Temple Compounds (Indonesia),https://whc.unesco.org/en/list/592
593,サンギラン初期人類遺跡,Sangiran Early Man Site,文化遺産,Indonesia,ID,Asia and the Pacific,-7.4,110.8166667,https://whc.unesco.org/document/125114,Sangiran Early Man Site,https://whc.unesco.org/en/list/593
595,サモス島のピュタゴリオンとヘラ神殿,Pythagoreion and Heraion of Samos,文化遺産,Greece,GR,Europe and North America,37.69083,26.94333,https://whc.unesco.org/document/148200,Pythagoreion and Heraion of Samos,https://whc.unesco.org/en/list/595
596,トランシルヴァニア地方の要塞教会群のある集落,Villages with Fortified Churches in Transylvania,文化遺産,Romania,RO,Europe and North America,46.13583333,24.77305556,https://whc.unesco.org/document/111372,Fortified church of Prejmer (1250),https://whc.unesco.org/en/list/596
597,ホレズ修道院,Monastery of Horezu,文化遺産,Romania,RO,Europe and North America,45.16972222,24.00722222,https://whc.unesco.org/document/111389,Monastery of Horezu,https://whc.unesco.org/en/list/597
598,スツェヴィタ修道院のキリスト復活教会,Churches of Moldavia,文化遺産,Romania,RO,Europe and North America,47.77833333,25.71277778,https://whc.unesco.org/document/111391,"The Pridvor – entrance of the Church of St Nicholas of the Probota Monastery, with wall paintings representing biblical scenes and legends, South Bucovina",https://whc.unesco.org/en/list/598
599,モザンビーク島,Island of Mozambique,文化遺産,Mozambique,MZ,Africa,-15.03417,40.73583,https://whc.unesco.org/document/123811,Island of Mozambique,https://whc.unesco.org/en/list/599
600,パリのセーヌ河岸(エッフェル塔、ルーブル美術館、コンコルド広場、グラン・パレ、プティ・パレ、ノートルダム寺院、サント・シャペルなどを含む,"Paris, Banks of the Seine",文化遺産,France,FR,Europe and North America,48.8655,2.321138889,https://whc.unesco.org/document/173088,Notre Dame de Paris,https://whc.unesco.org/en/list/600
601,ランスのノートル-ダム大聖堂、サン-レミ旧大修道院及びト宮殿,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",文化遺産,France,FR,Europe and North America,49.25333333,4.032777778,https://whc.unesco.org/document/111493,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims (France)",https://whc.unesco.org/en/list/601
